ID,TIME,feat1,feat2
0,58.212835490749455,0.19444009492864778,0.37770145775424285
0,58.712835490749455,0.1402375271446648,0.4245240803220583
0,59.212835490749455,0.20226633639084082,0.33557944714346083
0,59.712835490749455,0.16938474477522775,0.3439256537949319
0,60.212835490749455,0.26603419841781695,0.3211800230305937
0,60.712835490749455,0.22423565055073313,0.528712444969835
0,61.212835490749455,0.16807626962391747,0.35548569979765265
0,61.712835490749455,0.15662779722047254,0.44465375131889195
0,62.212835490749455,0.33707332089420106,0.42133452370578567
0,62.712835490749455,0.2868156807425915,0.4893207476853903
0,63.212835490749455,0.25963030592569997,0.5595400778264156
0,63.712835490749455,0.2874568471771876,0.5643094734979761
1,70.24111600232453,0.38833676947447354,0.7099975449180167
1,70.74111600232453,0.37219713681479527,0.6769310934964329
1,71.24111600232453,0.4121335147357302,0.6799816393269179
1,71.74111600232453,0.32751702705675484,0.7019693903839529
1,72.24111600232453,0.41900464254734215,0.6881054967311501
1,72.74111600232453,0.4144531822259784,0.6723612023679539
1,73.24111600232453,0.31683217089757626,0.6707521810657372
1,73.74111600232453,0.40981380714502186,0.8001246224073424
1,74.24111600232453,0.3183467849838174,0.6853568399483557
1,74.74111600232453,0.4417421781249195,0.7006504508153139
1,75.24111600232453,0.36245955603762664,0.7233566177968563
1,75.74111600232453,0.4728155109163167,0.6762785780975614
2,66.6663428568979,0.6128771205366419,0.627059687289174
2,67.1663428568979,0.7190162210193858,0.6324514915780299
2,67.6663428568979,0.6834317290385467,0.6850821501529023
2,68.1663428568979,0.7613770067247917,0.6581814459442296
2,68.6663428568979,0.7442225946405755,0.6183216136692139
2,69.1663428568979,0.7468641060687067,0.6591514735628103
2,69.6663428568979,0.7125895086213604,0.6488792138028274
2,70.1663428568979,0.7932105391477509,0.7107983995194753
2,70.6663428568979,0.7615037354152545,0.6338560996902585
2,71.1663428568979,0.6778378126933037,0.6987320895578889
2,71.6663428568979,0.6090878279556622,0.6374309766383948
2,72.1663428568979,0.760291327872116,0.7832508102221095
3,67.2130881182934,0.26097818847698273,0.33927438392005843
3,67.7130881182934,0.3892894768646322,0.31901325052532514
3,68.2130881182934,0.3713905701168012,0.34832911618487217
3,68.7130881182934,0.3266648764669684,0.3427057536800371
3,69.2130881182934,0.3824287507922418,0.2861774152464299
3,69.7130881182934,0.32591195739830026,0.3348334187311757
3,70.2130881182934,0.43901939190712014,0.2306707371537018
3,70.7130881182934,0.4374337008274105,0.43015986348612245
3,71.2130881182934,0.28678283389358317,0.2880884388536583
3,71.7130881182934,0.36045765507922717,0.3455168548458836
3,72.2130881182934,0.381403989632784,0.269562873403856
3,72.7130881182934,0.40849522046464704,0.32294864888641994
4,74.33805542056047,0.7692526606978729,0.7438548100329014
4,74.83805542056047,0.7010731838315296,0.8083050895345093
4,75.33805542056047,0.6639463722785491,0.8681580072536292
4,75.83805542056047,0.7392936284965925,0.8866282905547557
4,76.33805542056047,0.8241253333259932,0.8653485884845401
4,76.83805542056047,0.8680968783237855,0.7980342524743651
4,77.33805542056047,0.7659805660465551,0.8635128860635255
4,77.83805542056047,0.8181504130225218,0.81461750103601
4,78.33805542056047,0.8071895942082772,0.9077582173864533
4,78.83805542056047,0.6845300925198275,0.8108469033181719
4,79.33805542056047,0.7377735532773442,0.8685414869944927
4,79.83805542056047,0.73473820500709,1.0060276811117905
