6.390642186627477628e-01,8.714327042264782275e-01
6.435600968761815421e-01,8.841614970582774014e-01
6.479458283910947136e-01,8.967738641184455073e-01
6.522213799903878728e-01,9.091406220814901573e-01
6.563869250471093819e-01,9.211426067953307761e-01
6.656644078889781824e-01,7.421528612470028596e-01
6.712483881289567078e-01,7.521444780416407516e-01
6.767080643437303200e-01,7.629553751976053677e-01
6.820415923687441762e-01,7.745390182549524161e-01
6.872474899805107729e-01,7.868214383510288013e-01
6.618342496091631499e-01,8.339494593942907708e-01
6.658141154951338070e-01,8.444264486690266081e-01
6.697092818755020494e-01,8.545358319900245858e-01
6.735196547235395848e-01,8.642188698265514946e-01
6.772452658589593888e-01,8.734282802370108012e-01
5.349189990987190946e-01,6.153322341890992142e-01
5.426395812801891871e-01,6.170365711462586500e-01
5.502531758538351525e-01,6.190590108242108869e-01
5.577508543966667176e-01,6.214539865853964118e-01
5.651242991033380569e-01,6.242831346103665524e-01
1.512006571133492072e-01,3.624229551608737498e-01
1.514557899514593076e-01,3.627605443643109329e-01
1.517281837213312334e-01,3.631807812769002330e-01
1.520189886737672025e-01,3.637036195492686086e-01
1.523294292456163213e-01,3.643536763861201511e-01
8.014420954095834437e-01,9.878991326326693745e-01
8.045135250957701212e-01,9.930499827669574398e-01
8.074959018083452955e-01,9.976841548385660952e-01
8.103906217336837026e-01,1.001838323888619930e+00
8.131991445556333575e-01,1.005550071667541623e+00
7.157643993881408484e-01,7.433901933357713876e-01
7.212094970120701554e-01,7.586411605190206409e-01
7.264421831687353226e-01,7.749877257216531978e-01
7.314653618363515797e-01,7.921777171851076549e-01
7.362824666502627569e-01,8.098960094502748452e-01
3.062016778991361043e-01,3.597338075000622304e-01
3.066956448931573154e-01,3.631808526281499749e-01
3.072232335587317675e-01,3.674000859366535199e-01
3.077866653351523096e-01,3.725363593726470635e-01
3.083882989067198155e-01,3.787475794832546594e-01
4.791772517259577646e-01,6.384622295104304124e-01
4.883258256186591706e-01,6.385511712240357074e-01
4.975366200576945008e-01,6.386587478722036693e-01
5.067924396235845563e-01,6.387895250682114057e-01
5.160757471193925250e-01,6.389490415535619139e-01
3.527130176944351936e-01,6.235713198439167826e-01
3.556337114848169834e-01,6.274928869274855048e-01
3.587095592515367470e-01,6.307443023598618970e-01
3.619467203880362693e-01,6.334295937578574565e-01
3.653513496319323872e-01,6.356402042785709305e-01
1.455137406938482036e-01,3.921117694486686567e-01
1.463828937802779673e-01,4.080041441652223488e-01
1.473108459360243649e-01,4.254335634284367451e-01
1.483013648630417680e-01,4.441198746776414685e-01
1.493584297506384273e-01,4.636726668440037114e-01
5.613415630868957562e-01,6.448318202486226225e-01
5.657653759755413292e-01,6.525418215838272307e-01
5.701426511349155790e-01,6.606098571432948985e-01
5.744718088165755576e-01,6.690106785072288398e-01
5.787513548384169981e-01,6.777127397419869803e-01
1.630833715106084769e-01,3.433814350863447218e-01
1.644359004009767200e-01,3.473834234927126174e-01
1.658376376861518398e-01,3.518442692484837764e-01
1.672900979416381828e-01,3.567994297993066777e-01
1.687948206095324921e-01,3.622825959709750077e-01
6.754154970582352258e-01,8.386415793036003929e-01
6.788356505228786419e-01,8.654916802058798542e-01
6.819479180132884677e-01,8.951012386174399538e-01
6.847769034240930308e-01,9.258781595223313232e-01
6.873458224298906183e-01,9.559626864078925035e-01
5.623754746169079555e-01,7.286562683372943550e-01
5.666624102076346370e-01,7.343285918888788899e-01
5.709203348396608702e-01,7.403334640865172345e-01
5.751476433657688458e-01,7.466699701377548237e-01
5.793427810188850335e-01,7.533334618206172228e-01
5.767033930281486587e-01,7.330592561541322549e-01
5.823287619777235413e-01,7.386594675541682253e-01
5.878825828746697679e-01,7.448364579505046823e-01
5.933615813458819055e-01,7.516169478335298360e-01
5.987626960898222439e-01,7.590206133112513687e-01
5.650532762457585179e-01,7.052972663970037415e-01
5.692465189587558871e-01,7.102333548005745900e-01
5.734173313997183996e-01,7.154698116196741564e-01
5.775641684258436825e-01,7.210109782987969007e-01
5.816855224767175647e-01,7.268585604558407409e-01
5.113228680384961367e-01,6.426425394608208386e-01
5.184580884183388472e-01,6.437538376022409192e-01
5.255534522001475972e-01,6.450469823971254346e-01
5.326011618414620008e-01,6.465506783593409912e-01
