,xi,tau,source
0,-0.05762163193191899,64.53304725154635,-2.892781103272636
1,-0.5866032194332769,68.47743154719515,4.401124780924409
2,0.29959868575878057,57.16212761261618,-2.9183147026656275
3,-1.0850453088189276,75.06796406709583,-7.672403314507944
4,0.11491035313227015,58.931842973272765,-0.3423686694011835
5,-0.5149617700423471,51.33386895694475,-2.3827383346204396
6,0.09600261504013559,65.46894751432929,2.4082463271692003
7,0.4537363607166373,83.06163384341195,-2.8828861493776463
8,-0.201962897118981,78.34827593345986,10.291394498654519
9,-0.3981511125403525,72.16268754393963,-2.2305085558453532
10,0.6090925094168295,53.219528783709016,2.206374091863927
11,0.6092889028286645,62.666987111771995,1.2658527674295006
12,1.4262154155588989,67.83743190005774,-6.529138479656314
13,-0.22549832414591944,59.48035256432244,-1.7827727564201297
14,0.5533141660296063,65.55395612568917,-3.8473620072288037
15,0.5316108418178377,76.24465495034357,2.092785841217997
16,-0.25519295026788297,55.956216332322164,-1.0279113882428745
17,-0.13002297701404464,88.56429711465906,-5.338268589001002
18,0.4223504540222089,58.3794015132033,4.242516020395045
19,0.7501794294296734,85.59806679251486,0.523411328962844
20,0.4076868565130082,77.08138693295597,4.967938239589744
21,-0.04819886689289663,75.35505650955395,5.792909173847622
22,0.498843241469905,65.90223638921839,2.808923776806571
23,1.1508506429307084,61.328994759299576,10.052565440062722
24,-0.9048580214579685,54.29207247042598,-7.804280537170928
25,-0.6485217443518817,82.74969936871493,0.07312193304222071
26,-0.33330616719120026,94.21388733506757,1.186028761540611
27,0.545763343838921,41.32388086121091,7.42309622807716
28,-0.5553370451271369,58.352195649402304,-2.4439178963072807
29,-0.7099515437804631,50.71211877220983,3.8233961189445993
30,-0.12082642441883985,56.6675343044697,-9.872889480582067
31,-0.2488785072792576,71.72339643251793,-4.477893377637753
32,-0.7333093718802202,75.59813171506542,2.9549747208477743
33,-0.5317380566085134,69.43035774623907,5.117001155005355
34,0.7091988274239698,67.0286222779469,-0.7105773253718005
35,0.11697076849391529,77.01480056234449,-0.021013891444686322
36,-0.09255053207631773,83.60433956037674,2.713012186334302
37,0.37842632806624416,75.13036256814108,6.566855540242004
38,-0.6841229155907608,81.07527088334774,2.630396635553457
39,0.061007853209245864,75.46064222388563,2.3314474436910793
40,0.20047656958798882,71.52683803989704,-2.9183938563054204
41,0.5545647234878095,65.32955408109419,-9.22903766063233
42,-0.01926021227559963,71.76158903049316,3.4426420594929774
43,-0.2228675311285352,61.88250152330152,3.8917228724974464
